jobTitle,companyName,location,salary,employmentType,seniority,tags_skills,postedAt,jobId,jobUrl,companyUrl,description,url
Osobný bankár - Bratislava,"Prima banka Slovensko, a.s.",Bratislava,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Word - Základy
Microsoft Excel - Základy
Microsoft Outlook - Základy
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
skúsenosti s komunikáciou s klientom v oblasti predaja a služieb
komunikačné, organizačné a predajné zručnosti
schopnosť budovať dlhodobé vzťahy s klientmi
pozitívny prístup k ľuďom, profesionálne a etické správanie, dôveryhodnosť a diskrétnosť
veľmi dobrá znalosť mesta a regiónu",2025-09-26T00:00:00.000Z,5061589,https://www.profesia.sk/praca/prima-banka-slovensko/O5061589,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"V roli osobného bankára budete zodpovedný za budovanie a rozvíjanie dlhodobých vzťahov s klientmi.

Čo od Vás budeme očakávať?

budovať a rozvíjať dlhodobé vzťahy s klientmi
navrhovať klientom optimálne riešenia ich potrieb
riešiť servisné požiadavky klientov
pracovať s finančnou hotovosťou
spolupracovať s kolegami na pobočke a centrále",https://www.profesia.sk/praca/prima-banka-slovensko/O5061589?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Obchodný pracovník (žena/muž) - pre novootváranú predajňu v Martine / Kocka,BILLA s.r.o.,Martin,"[""1050"",""1050"",""EUR"",""mesiac""]",plný úväzok,,"Čo od Teba očakávame:
Stredoškolské vzdelanie
Preukaz pre prácu s potravinami a hygienické minimum
Trestnú bezúhonnosť

Čo by ťa ešte mohlo zaujímať:
Termín nástupu - presný termín spolu včas dohodneme
Kde budeš pracovať – na predajni v OC Tulip v Martine
Pracovný čas – naši kolegovia na predajniach pracujú v nerovnomerne rozvrhnutom pracovnom čase počas otváracích hodín predajne v 6 – 10 hodinových zmenách
Informácie o výberovom konaní – ak sa ti páči táto ponuka práce, tak daj o sebe vedieť a pošli nám svoj životopis. Niekedy sa môže stať, že zareaguje väčšie množstvo kandidátov a preto oslovíme iba tých, ktorých pozveme na osobný pohovor.",2025-09-26T00:00:00.000Z,5165004,https://www.profesia.sk/praca/billa/O5165004,https://www.profesia.sk/praca/billa-s-r-o/C1751,"Systematickou a dôslednou prácou zabezpečíš, aby zákazníci u nás našli to, čo hľadajú
Pozorným okom pravidelne dohliadaš na čerstvosť ovocia, zeleniny aj pečiva, pretože kvalita je našou vizitkou
Komunikačné zručnosti využiješ za obslužným pultom, kde sa záujem poradiť skutočne cení
Svoju rozvahu a zodpovednosť zúročíš pri práci na pokladni
Vďaka tvojmu vnímavému pohľadu udržiavaš predajňu čistú a usporiadanú, aby sa v nej všetci cítili príjemne",https://www.profesia.sk/praca/billa/O5165004?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Manažér predajne s technickým sortimentom,DEKRA kvalifikácia a poradenstvo s.r.o.,Bratislava,"[""2000"",""2000"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Osobnostné predpoklady a zručnosti
Skúsenosti s vedením predajne alebo obchodného domu so zameraním na technický tovar
Skúsenosti s vedením predajného tímu
Silná orientácia na obchod a dosahovanie výsledkov
Prehľad v technickom sortimente (stroje, náradie, elektronika, technické produkty)
Silné komunikačné a organizačné schopnosti
Pro-zákaznícky prístup a schopnosť budovať dlhodobé vzťahy so zákazníkmi
Vodičský preukaz sk. B (práca aj v teréne)",2025-09-26T00:00:00.000Z,5165005,https://www.profesia.sk/praca/dekra-kvalifikacia-a-poradenstvo/O5165005,https://www.profesia.sk/praca/dekra-kvalifikacia-a-poradenstvo-s-r-o/C33108,"Zabezpečenie plynulého a efektívneho chodu predajne
Aktívny predaj produktov a služieb – priama komunikácia so zákazníkmi, prezentácia riešení a uzatváranie obchodov
Vyhľadávanie nových obchodných príležitostí a akvizičná činnosť – rozširovanie portfólia klientov a budovanie dlhodobých vzťahov
Starostlivosť o existujúcich zákazníkov – individuálny prístup, tvorba cenových ponúk a riešení na mieru
Vedenie a motivácia tímu predajcov
Administratíva spojená s vedením tímu – spracovanie dochádzky, reporting výsledkov, plánovanie aktivít a školení
Zodpovednosť za obchodné výsledky predajne
Organizácia chodu predajne a dohľad nad skladom – dostupnosť tovaru, poriadok a atraktívne vystavenie produktov
Prezentácia produktov u zákazníkov – odborné poradenstvo, ukážky a technická podpora
Riešenie reklamácií a zabezpečenie kvalitného zákazníckeho servisu",https://www.profesia.sk/praca/dekra-kvalifikacia-a-poradenstvo/O5165005?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Operátor Callcentra - obchodná pozícia,"DAREX SK, s.r.o.","Domkárska 17, Bratislava","[""1300"",""1300"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
študent vysokej školy
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Ostatné znalosti
Strojopis - Základy
Microsoft Word - Základy
Microsoft Excel - Základy
Microsoft Outlook - Základy
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
- prax na podobnej pozícií výhodou
- aktívna, dynamická a flexibilná osobnosť- obchodnícky duch
- komunikačné schopnosti",2025-09-26T00:00:00.000Z,5117195,https://www.profesia.sk/praca/darex-sk/O5117195,https://www.profesia.sk/praca/darex-sk-s-r-o/C89518,"Zaujímavá pracovná pozícia v oblasti predaja vozidiel, súvisiacich služieb a finančných produktov, ktorá Vám ponúka veľmi motivujúce finančné ohodnotenie.

Náplň práce:
Pasívny telemarketing
- získavanie spätnej väzby od klientov
- riešenie požiadaviek klientov
Aktívny telemarketing
- predaj tovaru a služieb spoločnosti
- predaj finačných služieb tretích strán
- dojednávanie schôdzok s klientmi
- aktívne oslovovanie klientov spoločnosti
- aktívne oslovovanie potenciálnych klientov spoločnosti
Práca s databázou
Administratívna činnosť (najmä elektronická komunikácia)
Komunikácia a spolupráca s inými oddeleniami spoločnosti

",https://www.profesia.sk/praca/darex-sk/O5117195?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Senior Farmaceutický laborant Bratislava,"Váš Lekár, s.r.o.",Bratislava,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,senior,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
Vzdelanie v odbore
farmaceutický laborant
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Hľadáme človeka, ktorý verí, že ""kde je vôľa, je cesta"". Nie vždy nás čakajú jednoduché úlohy, preto hľadáme kandidáta, čo rád hľadá nové spôsoby a cesty. Je pre nás dôležitý tímový duch a komunikatívnosť. Veríme, že za dobrú prácu má byť dobré ohodnotenie a chceme, aby nás naša práca bavila.",2025-09-26T00:00:00.000Z,5164998,https://www.profesia.sk/praca/vas-lekar/O5164998,https://www.profesia.sk/praca/vas-lekar-s-r-o/C220419,"


 Nebaví práca pre veľké sieťové lekárne, zároveň ti nevyhovuje malý kolektív u súkromného majiteľa - je tu skvelá príležitosti prísť k nám. 

Každý deň ťa bude čakať usmiaty kolektív, čisté a voňavé prostredie novej lekárne  a v neposlednom rade super tím,   ktorý rád poradí a pomôže, aby si exceloval aj pri:

• vydávaní voľnopredajných liekov, zdravotníckych pomôcok a doplnkového sortimentu lekárne,

• kontrole správnosti uloženia, uskladnenia a cien liekov a zdravotníckeho materiálu,
• kontrole expirácie liekov

práca na 8, 5 hodinové zmeny

 Možnosť  stáť pri budovaní novej značky.",https://www.profesia.sk/praca/vas-lekar/O5164998?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
"Osobný bankár - Bratislava, obchodné centrum","Prima banka Slovensko, a.s.",Bratislava,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Word - Základy
Microsoft Excel - Základy
Microsoft Outlook - Základy
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
skúsenosti s komunikáciou s klientom v oblasti predaja a služieb
komunikačné, organizačné a predajné zručnosti
schopnosť budovať dlhodobé vzťahy s klientmi
pozitívny prístup k ľuďom, profesionálne a etické správanie, dôveryhodnosť a diskrétnosť
veľmi dobrá znalosť mesta a regiónu",2025-09-26T00:00:00.000Z,4744385,https://www.profesia.sk/praca/prima-banka-slovensko/O4744385,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"V roli osobného bankára budete zodpovedný za budovanie a rozvíjanie dlhodobých vzťahov s klientmi.

Čo od Vás budeme očakávať?

budovať a rozvíjať dlhodobé vzťahy s klientmi
navrhovať klientom optimálne riešenia ich potrieb
riešiť servisné požiadavky klientov
pracovať s finančnou hotovosťou
spolupracovať s kolegami na pobočke a centrále",https://www.profesia.sk/praca/prima-banka-slovensko/O4744385?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Ambulantná praktická sestra,"Centrum Kramáre, spol. s r.o.","Limbová 22, Bratislava","[""1400"",""1400"",""EUR"",""mesiac""]","plný úväzok, skrátený úväzok, na dohodu (brigády)",,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Vzdelanie v odbore
praktická sestra
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
komunikatívnosť, flexibilita, empatia pri starostlivosti o pacienta, ochota pracovať s ľuďmi a pre ľudí, chuť sa ďalej vzdelávať vo vybranom odbore
lojálnosť voči zamestnávateľovi",2025-09-11T00:00:00.000Z,5156251,https://www.profesia.sk/praca/centrum-kramare/O5156251,https://www.profesia.sk/praca/centrum-kramare-spol-s-r-o/C87989,"Práca vhodná aj pre sestru bez praxe v zdravotníckom zariadení

- spolupráca s lekárom pri starostlivosti o pacienta
- asistencia pri lekárskom vyšetrení na ambulancii jednodňovej chirurgie
- starostlivosť o pacienta pred a po operácii pri lôžku pacienta
- asistencia pri lekárskom vyšetrení
- vedenie dokumentácie o pacientoch
- príprava a sterilizácia vyšetrovacích nástrojov a zdravotníckeho materiálu
- administratívna práca spojená s prácou sestry (objednávanie pacientov,
zapisovanie zdravotnej dokumentácie, platby .......)
- dezinfekcia pracovných plôch v priestoroch kliniky jednodňovej zdravotnej starostlivosti",https://www.profesia.sk/praca/centrum-kramare/O5156251?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Zodpovedný farmaceut Zvolen s autom,"Váš Lekár, s.r.o.",Zvolen,"[""2700"",""2700"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské II. stupňa
Vzdelanie v odbore
farmácia
Ostatné znalosti
Microsoft Excel - Základy
Microsoft Word - Základy
Prax na pozícii/v oblasti
1
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti
Hľadáme človeka, ktorý verí, že ""kde je vôľa, je cesta"". Nie vždy nás čakajú jednoduché úlohy, preto hľadáme partnera, čo rád hľadá nové spôsoby a cesty. Je inovatívny a nebojí sa skúsiť nové veci. Je pre nás dôležitý tímový duch a komunikatívnosť. Veríme, že za dobrú prácu má byť dobré ohodnotenie a chceme, aby nás naša práca bavila.",2025-09-26T00:00:00.000Z,5144592,https://www.profesia.sk/praca/vas-lekar/O5144592,https://www.profesia.sk/praca/vas-lekar-s-r-o/C220419,"Ak ťa nebaví práca pre veľké sieťové lekárne, zároveň ti nevyhovuje fungovanie u súkromného majiteľa - je tu skvelá príležitosti prísť k nám.

Ponúkame možnosť  viesť  lekáreň podľa svojich predstáv. Hľadáme človeka, ktorý  má rád ľudí a a odbornosť.  Čaká na  vás  tím šikovných , samostatných ľudí, nová voňavá lekáreň  a veľa benefitov.

ponúkame možnosť 8 alebo 11 hodinových zmien
možnosť práce aj ako Farmaceut




",https://www.profesia.sk/praca/vas-lekar/O5144592?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Obchodný zástupca pre zahraničný odbyt,HUMAC s.r.o.,Košický kraj,"[""1500"",""1500"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Vzdelanie v odbore
Ekonomika - obchod, živočíšna a rastlinná výroba, poľnohospodárstvo
Jazykové znalosti
Slovenský jazyk - Expert (C2) alebo Anglický jazyk - Expert (C2)
Ostatné znalosti
Microsoft Office - Mierne pokročilý
Vodičský preukaz
B
Osobnostné predpoklady a zručnosti

Samostatnosť

Príjemné vystupovanie

Dynamika, flexibilita, komunikatívnosť

Kreativita, analytické a komplexné myslenie

Aktívny vodič (práca vyžaduje cestovanie po celom Slovensku)

Typické požadované vzdelanie: Stredoškolské s maturitou

Hard skills: Skúsenosti v predaji, znalosť poľnohospodárskej výroby

Soft skills: Tímová spolupráca, riešenie problémov, vzťahy s klientmi",2025-09-11T00:00:00.000Z,5154208,https://www.profesia.sk/praca/humac/O5154208,https://www.profesia.sk/praca/humac-s-r-o/C231120,"Náplň práce:

Nadväzovanie nových obchodných kontaktov na odbyt produktov spoločnosti v zahraničí, vedenie rokovaní s potencionálnymi zákazníkmi s cieľom odbytu produktov výrobcu

Zabezpečenie odbytu produktov na pôdu, pôdnych stimulátorov a organických hnojív pre poľnohospodárske podniky

Zabezpečenie odbytu produktov pre zvieratá, kŕmnych surovín pre poľnohospodárske farmy


Príprava obchodných ponúk pre klientov

Ďalšie príklady náplne práce zahŕňajú sledovanie trhu a konkurencie, plánovanie a koordinácia kampaní a podujatí, pravidelné reportovanie výsledkov a návrhy na zlepšenie predaja.

Typický deň:

Nadväzovanie kontaktov s potenciálnymi zákazníkmi, realizácia odbytu

Príprava obchodných ponúk a výber nových potencionálnych zákazníkov

Pracovná doba:

Flexibilná pracovná doba v závislosti od potrieb zákazníkov

Práca vyžaduje cestovanie!",https://www.profesia.sk/praca/humac/O5154208?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
McDonald´s EinPark hľadá študentov (brigáda) od 487€ do 614€/mes.,Koho hľadáme?,"EINPARK Offices by Corwin, Einsteinova 33, 851 01 Bratislava - Petržalka","[""487"",""487"",""EUR"",""mesiac""]",Bratislava - Einpark,,,2025-09-26T00:00:00.000Z,5164997,https://www.profesia.sk/praca/mcdonald-s/O5164997,https://www.profesia.sk/praca/mcdonald-s/C22848,"Koho hľadáme?

Príjemných ľudí s chuťou pracovať v našej reštaurácii v skvelom kolektíve!

Aké vlastnosti by si mal mať?

spoľahlivosť
zdvorilé a príjemné vystupovanie k zákazníkom i medzi sebou navzájom
chuť učiť sa nové veci
zmysel pre tímovú prácu
zodpovedný prístup

Za koľko budeš pracovať?

nástupná mzda - základná zložka mzdy 4,75 €/hod. + 1,59 € ošatné/hod. = 6,35 €/hod
Príplatok za nočné zmeny v výške 3,00 €/ hod.
Príplatok za sobotu vo výške 2,35 €/ hod.
Príplatok za nedeľu vo výške 4,69 €
Príplatok za sviatok 100% z minimálnej mzdy/hod.
príplatok za nadčas 25% z priemernej hodinovej mzdy
Pri skrátených zmluvách sa mzda navyšuje v závislosti od počtu odpracovaných hodín

Aké výhody môžeš očakávať

Flexibilný pracovný čas
Zľava na jedlo vo výške 55%
Zamestnanecká karta (Benefit Card) s finančnými výhodami v našich reštauráciách a aj u iných externých partnerov na celom Slovensku
Možnosť kariérneho rastu v jednej z najúspešnejších spoločností na svete
Bezplatné poskytnutie uniformy
Nápoje zadarmo
Ovocie, sušienky, čaje zadarmo v dennej miestnosti pre zamestnancov
Nadštandardné platené voľno pri narodení dieťaťa a pri uzavretí manželstva
Odmena za odporučenie uchádzača do zamestnania

Čo bude tvojou náplňou práce?

Príprava jedál a nápojov
Práca na pokladni
Obsluha zákazníkov
Upratovanie vnútorných priestorov reštaurácie
Upratovanie vonkajšieho okolia reštaurácie
čistenie strojov a zariadení",https://www.profesia.sk/praca/mcdonald-s/O5164997?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Vedúci oddelenia prevádzky a údržby (Operational and Maintenance Lead),FUERGY Industries j. s. a.,"Škultétyho 1, Žilina","[""2000"",""2000"",""EUR"",""mesiac""]",plný úväzok,lead,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
elektrotechnika
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Ostatné znalosti
Microsoft Office 365 - Mierne pokročilý
Vodičský preukaz
B
Prax na pozícii/v oblasti
Servisný/ Technický vedúci
Osobnostné predpoklady a zručnosti

Elektrotechnické vzdelanie.

Platné osvedčenie podľa Vyhlášky č. 508/2009 Z.z. §22 (vrátane zdravotnej spôsobilosti), §23 bez obmedzenia napätia je výhodou.

Minimálne 2 roky praxe na podobnej vedúcej technickej alebo servisnej pozícii.

Skúsenosti s vedením tímu sú podmienkou.

Aktívna znalosť anglického jazyka na komunikatívnej úrovni (slovom aj písmom) je podmienkou.

Schopnosť čítať a upravovať technickú dokumentáciu.

Znalosť systémov slaboprúdu a silnoprúdu.

Samostatnosť, spoľahlivosť a zodpovedný prístup.

Manuálna zručnosť, ochota učiť sa a sledovať nové technológie a trendy.

Vodičský preukaz skupiny B.

Ochota vycestovať v rámci Slovenska podľa miesta inštalácie zariadení.

Užívateľská znalosť IT prostriedkov a databázových systémov.",2025-09-11T00:00:00.000Z,5156248,https://www.profesia.sk/praca/fuergy-industries-j/O5156248,https://www.profesia.sk/praca/fuergy-industries-j-s-a/C231399,"


Tím je ako batéria – spolu máme väčší výkon.


Hľadáme ďalší článok, ktorý nás nabije novou energiou.

​

Hľadáme skúseného Vedúceho servisu, ktorý dokáže viesť tím servisných technikov a zároveň sa nebojí prevziať zodpovednosť za kvalitu a efektivitu servisných procesov. Ak máš technické myslenie, organizačné schopnosti a chuť posúvať veci dopredu, u nás dostaneš priestor ukázať, čo v tebe je.​





Čo bude tvojou úlohou?

Povedieš tím servisných technikov.

Budeš plánovať, prideľovať a kontrolovať servisné úlohy – od inštalácií až po údržbu a opravy zariadení u zákazníkov.

Postaráš sa o rýchlu diagnostiku technických problémov a navrhneš najlepšie riešenia.

Zabezpečíš pravidelnú preventívnu údržbu v súlade s predpismi a dohliadneš na kvalitu všetkých servisných zásahov.

Budeš mať na starosti servisnú dokumentáciu, bezpečnosť pri práci a dodržiavanie interných i legislatívnych pravidiel.

Spolupracovať budeš s kolegami naprieč firmou aj s externými partnermi.

Zákazníkom poskytneš technickú podporu a zabezpečíš, aby správne využívali naše zariadenia.

Budeš navrhovať, ako optimalizovať servisné procesy a zvyšovať efektivitu tímu.

Sleduješ nové trendy v oblasti techniky a prinášaš ich do praxe.

Riešiš eskalované problémy tak, aby boli zákazníci vždy spokojní.",https://www.profesia.sk/praca/fuergy-industries-j/O5156248?search_id=9bbbb8e6-ec9e-4e22-aacc-973beb3d4964
Manažér testovania produktov z vlastnej výroby,HUMAC s.r.o.,"Werferova 1, Košice","[""1300"",""1300"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
Absolvent Hygiena potravín, Farmácia UVLF, Verejné zdravotníctvo LF UPJŠ
Jazykové znalosti
Slovenský jazyk - Expert (C2) alebo Anglický jazyk - Expert (C2)
Ostatné znalosti
Microsoft Office - Mierne pokročilý
Vodičský preukaz
B
Počet rokov praxe
5",2025-09-11T00:00:00.000Z,5154378,https://www.profesia.sk/praca/humac/O5154378,https://www.profesia.sk/praca/humac-s-r-o/C231120,"Realizácia testov a klinických pokusov s výrobkami spoločnosti. Zabezpečenie odbytu výživových doplnkov na báze humínových kyselín z vlastnej výroby. Budovanie odbytovej siete v tuzemsku aj v zahraničí. 

Práca vyžaduje aj cestovanie",https://www.profesia.sk/praca/humac/O5154378?search_id=7f1ac117-d149-4600-9acb-c5b2c3988f3d
Logistický operátor - Expedícia / s mesačnou mzdou až 2 000 EUR,Ecolab GmbH,"Jána Jonáša 1, Bratislava - Devínska Nová Ves","[""1200"",""1200"",""EUR"",""mesiac""]",plný úväzok,30 years,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské bez maturity
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
Vzdelanie v odbore
technické, chemické
Jazykové znalosti
Slovenský jazyk - Stredne pokročilý (B2)
Počet rokov praxe
1
Osobnostné predpoklady a zručnosti
Hľadáme spoľahlivého kolegu, ktorý má rád poriadok a nie je mu cudzia fyzická práca
Vlastní Preukaz VZV
So skúsenosťou v oblasti logistiky alebo zásobovania",2025-09-11T00:00:00.000Z,5091471,https://www.profesia.sk/praca/ecolab-gmbh/O5091471,https://www.profesia.sk/praca/ecolab-gmbh/C251660,"​


Stabilná práca v čistom a pokojnom prostredí – bez stresu a zhonu veľkého skladu logistického centra. 

Miesto výkonu práce: bratislavský závod Volkswagen, interná prevádzka Ecolab

​Ako bude vyzerať Tvoj bežný pracovný deň?​

Vykladanie materiálu – zabezpečíš, aby všetko prebiehalo hladko a efektívne.
Príjem, kontrola, skladovanie a evidencia materiálu – budeš mať prehľad o všetkom, čo sa v sklade deje.
Príprava, prevážanie a vykladanie materiálu v rámci prideleného úseku – tvoja práca bude kľúčová pre plynulý chod prevádzky.
Spracovanie DL a CMR na odvoz prázdnych obalov – postaráš sa o správnu dokumentáciu a evidenciu.
Práca na zmeny – striedač – flexibilita je tvojou silnou stránkou.
Prax na VZV – ak máš skúsenosti s vysokozdvižným vozíkom, bude to tvojou výhodou.




Prečo sa pridať k nám?

1. Stabilita a istota zamestnania

Na slovenskom trhu už pôsobíme viac ako 30 rokov

2. Férová mzda a výplata načas

3. Fyzicky bezpečné a čisté pracovisko

Bezpečnosť, poriadok a hygiena sú pre nás dôležité

4. Dobré vzťahy v tíme a férový nadriadený

Rešpekt a dobré vzťahy sú základom našej firemnej kultúry


5. Možnosť naučiť sa bez stresu niečo nové

Podpora a motivácia– tvoj úspech je aj naším úspechom




Ak máš záujem stať sa súčasťou nášho tímu, neváhaj a pošli nám svoj životopis!",https://www.profesia.sk/praca/ecolab-gmbh/O5091471?search_id=7f1ac117-d149-4600-9acb-c5b2c3988f3d
"Vodič VZV - ECOPAP, s.r.o.",ADRESY SPOLOČNOSTÍ,"Kostiviarska, Banská Bystrica","[""930"",""930"",""EUR"",""mesiac""]",plný úväzok,,,2025-09-26T00:00:00.000Z,5164995,https://www.profesia.sk/praca/shp-group/O5164995,https://www.profesia.sk/praca/shp-group/C10591,"Obsluha VZV a lisu
Vykládky a nakládky kamiónov
Natláčanie papiera na dopravník
Nakládka kontajnerov
Odkladanie balíkov od lisu
Vykládka zberového papiera od externých dodávateľov na prevádzke
Ďalšie práce a činnosti súvisiace s dohodnutým druhom práce podľa pokynov nadriadeného.

Pracovná doba: 8 hod. ranná zmena, pondelok - piatok (6:30 – 15:00)",https://www.profesia.sk/praca/shp-group/O5164995?search_id=7f1ac117-d149-4600-9acb-c5b2c3988f3d
"McDonald´s Einpark hľadá plný/skrátený úväzok od 7,76€/hod.",Koho hľadáme?,"EINPARK Offices by Corwin, Einsteinova 33, 851 01 Bratislava - Petržalka","[""1222"",""1222"",""EUR"",""mesiac""]",Bratislava - Einpark,,,2025-09-26T00:00:00.000Z,5164996,https://www.profesia.sk/praca/mcdonald-s/O5164996,https://www.profesia.sk/praca/mcdonald-s/C22848,"Koho hľadáme?

Príjemných ľudí s chuťou pracovať v našej reštaurácii v skvelom kolektíve!

Aké vlastnosti by si mal mať?

spoľahlivosť
zdvorilé a príjemné vystupovanie k zákazníkom i medzi sebou navzájom
chuť učiť sa nové veci
zmysel pre tímovú prácu
zodpovedný prístup

Za koľko budeš pracovať?

Základná zložka mzdy je 5,90€/ odpracovanú hodinu
Príspevok na udržiavanie uniformy je 1,85€/ odpracovanú hodinu (brutto)
Príplatok za nočné zmeny v výške 3,00€/ hod.
Príplatok za sobotu vo výške 2,35€/ hod.
Príplatok za nedeľu vo výške 4,69€/ hod.
Príplatok za sviatok 100% z priemerného hod. zárobku
príplatok za nadčas 25% z priemernej hodinovej mzdy
Pri skrátených zmluvách sa mzda navyšuje v závislosti od počtu odpracovaných hodín

Aké výhody môžeš očakávať?

Flexibilný pracovný čas
Zľava na jedlo vo výške 55%
Zamestnanecká karta (Benefit Card) s finančnými výhodami v našich reštauráciách a aj u iných externých partnerov na celom Slovensku
Možnosť kariérneho rastu v jednej z najúspešnejších spoločností na svete
Bezplatné poskytnutie uniformy
Nápoje zadarmo
Ovocie, sušienky, čaje zadarmo v dennej miestnosti pre zamestnancov
Príspevok pri narodení dieťaťa 200€
Príspevok pri uzavretí manželstva 100€
Nadštandardné platené voľno pri narodení dieťaťa a pri uzavretí manželstva
Odmena za odporučenie uchádzača do zamestnania

Čo bude tvojou náplňou práce?

Príprava jedál a nápojov
Práca na pokladni
Obsluha zákazníkov
Upratovanie vnútorných priestorov reštaurácie
Upratovanie vonkajšieho okolia reštaurácie
čistenie strojov a zariadení",https://www.profesia.sk/praca/mcdonald-s/O5164996?search_id=7f1ac117-d149-4600-9acb-c5b2c3988f3d
Brigáda pre študenta - oddelenie údržby a inžinieringu,Magna,"Kechnec 265, Kechnec","[""5"",""5"",""EUR"",""hod.""]",na dohodu (brigády),,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
študent vysokej školy
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Osobnostné predpoklady a zručnosti
Záujemca o brigádu musí byť študentom denného štúdia na vysokej škole
Anglický jazyk - Stredne pokročilý (B2)
Microsoft Word - Mierne pokročilý
Microsoft Excel - Mierne pokročilý
Microsoft PowerPoint - Mierne pokročilý
SAP - výhodou, nie však podmienkou.
Samostatnosť
Proaktívny prístup
Dobré komunikačné schopnosti
Systematický prístup k práci",2025-09-26T00:00:00.000Z,5001189,https://www.profesia.sk/praca/magna/O5001189,https://www.profesia.sk/praca/magna/C250713,"Hľadáme šikovného študentka/študentku, ktorý nám pomôže na oddelení Údržby a Inžinieringu aspoň 2 dni v týždni a rozvinie s nami dlhodobú spoluprácu, ktorá možno vyústi aj do trvalého pracovného pomeru po štúdiu.
Náplňou Vašej práce bude podpora oddelenia logistiky.

Hlavné pracovné úlohy:

Príprava podkladov, zber údajov a ich zadávanie do databáz a excelu.
Pomoc pri príprave a kontrolovaní dokumentácie (úprava, vizualizácia, kontrola formátovania).
Príprava tabuliek a databáz.
Administratívna podpora pri zapisovaní údajov z interných kontrol a práca s internou dokumentáciou, fotografiami.
Výpomoc manažérovi údržby, napr.: účasť na riešení problémov a analýz, príprava podkladov pre spracovanie smerníc
Spracovanie a vyhodnocovanie dát",https://www.profesia.sk/praca/magna/O5001189?search_id=7f1ac117-d149-4600-9acb-c5b2c3988f3d
